,No.,Observed Passband,Measurement,Uncertainty,Units,Freq (Hz),Measurement.1,Uncertainty.1,Units.1,Mode,Aperture/Qualifiers,Reference Code,No..1
12,13,0.1-2.4 keV (ROSAT)  , 5.78e-12                      ,+/- 5.28e-13 ,erg/cm^2^/s          ,3.02e+17,1.91e-06,+/- 1.75E-07 ,Jy                   ,"Broad-band
",Unabsorbed flux                         ,2010MNRAS.401.1151M,13
13,14,0.3-2 keV (Suzaku)   , -11.0                         ,           ...,log(erg/s/cm^2^)     ,2.78e+17,3.6e-06,    ...      ,Jy                   ,"Broad-band
",                                        ,2012ApJ...745..107W,14
14,15,FUV (GALEX) AB       , 16.0087                       ,+/- 0.00612610 ,mag                  ,1950000000000000.0,0.00143,+/- 8.09E-06 ,Jy                   ,"Broad-band
",Kron flux in elliptical aperture        ,2012GMSC..C...0000S,15
15,16,FUV (GALEX) AB       , 16.3241                       ,+/- 0.00760518 ,mag                  ,1950000000000000.0,0.00107,+/- 7.51E-06 ,Jy                   ,"Broad-band
",Flux in 7.5 arcsec diameter aperture    ,2012GMSC..C...0000S,16
16,17,NUV (GALEX) AB       , 15.9488                       ,+/- 0.00337396 ,mag                  ,1290000000000000.0,0.0015199999999999999,+/- 4.71E-06 ,Jy                   ,"Broad-band
",Kron flux in elliptical aperture        ,2012GMSC..C...0000S,17
17,18,NUV (GALEX) AB       , 16.4789                       ,+/- 0.00464445 ,mag                  ,1290000000000000.0,0.00093,+/- 3.98E-06 ,Jy                   ,"Broad-band
",Flux in 7.5 arcsec diameter aperture    ,2012GMSC..C...0000S,18
18,19,u (KPNO)             , 16.59                         ,           ...,mag                  ,853000000000000.0,0.000356,    ...      ,Jy                   ,"Broad-band
",Host mag; AGN contamination removed     ,2011ApJ...739...57K,19
19,20,u (SDSS Model) AB    , 15.440                        ,+/- 0.008  ,asinh mag            ,836000000000000.0,0.00251,+/- 1.81E-05 ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2004SDSS2.C...0000:,20
20,21,u (SDSS CModel) AB   , 15.053                        ,           ...,asinh mag            ,836000000000000.0,0.00346,    ...      ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2004SDSS2.C...0000:,21
21,22,u (SDSS Petrosian)AB , 14.860                        ,+/- 0.007  ,asinh mag            ,836000000000000.0,0.00428,+/- 2.66E-05 ,Jy                   ,"Broad-band
","SDSS Petrosian Radius =    0.51"".         
",2004SDSS2.C...0000:,22
22,23,u (SDSS PSF) AB      , 15.095                        ,+/- 0.013  ,asinh mag            ,836000000000000.0,0.00345,+/- 4.07E-05 ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2004SDSS2.C...0000:,23
23,24,B (m_B)              , 14.30                         ,+/- 0.15   ,mag                  ,681000000000000.0,0.00812,+/- 1.20E-03 ,Jy                   ,"Broad-band
",                                        ,1991RC3.9.C...0000d,24
24,25,m_p                  , 14.6                          ,+/- 0.4    ,mag                  ,681000000000000.0,0.0061600000000000005,+/- 2.74E-03 ,Jy                   ,"Broad-band
",                                        ,1965CGCG5.C...0000Z,25
25,26,B (m_B^0)            , 14.10                         ,           ...,mag                  ,681000000000000.0,0.00976,    ...      ,Jy                   ,"Broad-band
",                                        ,1991RC3.9.C...0000d,26
26,27,J_pg                 , 14.9                          ,+/- 0.3    , mag                 ,641000000000000.0,0.00433,+/- 1.20E-03 ,Jy                   ,"Broad-band
",Isophotal mag                           ,2007ApJS..170...33P,27
27,28,b_J                  , 15.25                         ,+/- 0.12   ,mag                  ,641000000000000.0,0.00314,+/- 3.67E-04 ,Jy                   ,"Broad-band
",                                        ,1990MNRAS.243..692M,28
28,29,g (KPNO)             , 14.45                         ,           ...,mag                  ,630000000000000.0,0.006520000000000001,    ...      ,Jy                   ,"Broad-band
",Host mag; AGN contamination removed     ,2011ApJ...739...57K,29
29,30,g (SDSS Petrosian)AB , 14.182                        ,+/- 0.011  ,asinh mag            ,617000000000000.0,0.00771,+/- 7.55E-05 ,Jy                   ,"Broad-band
","SDSS Petrosian Radius =    0.68"".         
",2004SDSS2.C...0000:,30
30,31,g (SDSS Model) AB    , 14.322                        ,+/- 0.002  ,asinh mag            ,617000000000000.0,0.00678,+/- 1.54E-05 ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2004SDSS2.C...0000:,31
31,32,g (SDSS PSF) AB      , 15.121                        ,+/- 0.015  ,asinh mag            ,617000000000000.0,0.00325,+/- 4.50E-05 ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2004SDSS2.C...0000:,32
32,33,g (SDSS CModel) AB   , 14.350                        ,           ...,asinh mag            ,617000000000000.0,0.0066099999999999996,    ...      ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2004SDSS2.C...0000:,33
33,34,5100 A               , 251.3E-17                     ,           ...,erg/s/cm^2^/A        ,588000000000000.0,0.00218,    ...      ,Jy                   ,"Broad-band
",                                        ,2012AJ....143...83X,34
34,35,V (Johnson)          , 14.31                         ,           ...,mag                  ,542000000000000.0,0.00687,    ...      ,Jy                   ,"Broad-band
","23.9"" aperture                          ",1988VIrPh.C...0000d,35
35,36,r (KPNO)             , 13.65                         ,           ...,mag                  ,479000000000000.0,0.0108,    ...      ,Jy                   ,"Broad-band
",Host mag; AGN contamination removed     ,2011ApJ...739...57K,36
36,37,r (SDSS Model) AB    , 13.594                        ,+/- 0.002  ,asinh mag            ,477000000000000.0,0.0133,+/- 2.60E-05 ,Jy                   ,"Broad-band
","SDSS Effective Radius =   2.58"" x   1.77"".
",2004SDSS2.C...0000:,37
37,38,r (SDSS Petrosian)AB , 13.593                        ,+/- 0.014  ,asinh mag            ,477000000000000.0,0.0133,+/- 1.67E-04 ,Jy                   ,"Broad-band
","SDSS Petrosian Radius =    4.09"".         
",2004SDSS2.C...0000:,38
38,39,r (SDSS CModel) AB   , 13.594                        ,           ...,asinh mag            ,477000000000000.0,0.0133,    ...      ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2004SDSS2.C...0000:,39
39,40,r (SDSS PSF) AB      , 15.019                        ,+/- 0.013  ,asinh mag            ,477000000000000.0,0.0035700000000000003,+/- 4.30E-05 ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2004SDSS2.C...0000:,40
40,41,F_pg                 , 13.9                          ,+/- 0.3    , mag                 ,468000000000000.0,0.00848,+/- 2.34E-03 ,Jy                   ,"Broad-band
",Isophotal mag                           ,2007ApJS..170...33P,41
41,42,R (Johnson)          , 13.49                         ,           ...,mag                  ,428000000000000.0,0.0112,    ...      ,Jy                   ,"Broad-band
","23.9"" aperture                          ",1988VIrPh.C...0000d,42
42,43,i (SDSS PSF) AB      , 14.811                        ,+/- 0.017  ,asinh mag            ,389000000000000.0,0.00432,+/- 6.89E-05 ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2004SDSS2.C...0000:,43
43,44,i (SDSS CModel) AB   , 13.240                        ,           ...,asinh mag            ,389000000000000.0,0.0184,    ...      ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2004SDSS2.C...0000:,44
44,45,i (SDSS Petrosian)AB , 13.257                        ,+/- 0.013  ,asinh mag            ,389000000000000.0,0.0229,+/- 2.75E-04 ,Jy                   ,"Broad-band
","SDSS Petrosian Radius =    4.10"".         
",2004SDSS2.C...0000:,45
45,46,i (SDSS Model) AB    , 13.237                        ,+/- 0.002  ,asinh mag            ,389000000000000.0,0.0184,+/- 3.69E-05 ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2004SDSS2.C...0000:,46
46,47,i (KPNO)             , 13.280                        ,           ...,mag                  ,388000000000000.0,0.0122,    ...      ,Jy                   ,"Broad-band
",Host mag; AGN contamination removed     ,2011ApJ...739...57K,47
47,48,z (SDSS CModel) AB   , 13.041                        ,           ...,asinh mag            ,325000000000000.0,0.0221,    ...      ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2004SDSS2.C...0000:,48
48,49,z (SDSS PSF) AB      , 14.672                        ,+/- 0.020  ,asinh mag            ,325000000000000.0,0.0048200000000000005,+/- 8.73E-05 ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2004SDSS2.C...0000:,49
49,50,z (SDSS Petrosian)AB , 13.018                        ,+/- 0.014  ,asinh mag            ,325000000000000.0,0.0221,+/- 2.85E-04 ,Jy                   ,"Broad-band
","SDSS Petrosian Radius =    3.81"".         
",2004SDSS2.C...0000:,50
50,51,z (SDSS Model) AB    , 12.976                        ,+/- 0.003  ,asinh mag            ,325000000000000.0,0.023,+/- 6.05E-05 ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2004SDSS2.C...0000:,51
51,52,z (KPNO)             , 13.060                        ,           ...,mag                  ,319000000000000.0,0.0131,    ...      ,Jy                   ,"Broad-band
",Host mag; AGN contamination removed     ,2011ApJ...739...57K,52
52,53,J (2MASS/CTIO)       , 13.219                        ,+/- 0.073  ,mag                  ,243000000000000.0,0.00822,+/- 5.53E-04 ,Jy                   ,"Broad-band
",Profile-fit; Poor quality               ,2006AJ....131.1163S,53
53,54,J (2MASS/CTIO)       , 12.615                        ,+/- 0.009  ,mag                  ,243000000000000.0,0.0143,+/- 1.19E-04 ,Jy                   ,"Broad-band
","4"" aperture                             ",2006AJ....131.1163S,54
54,55,J                    , 11.749                        ,+/- 0.021  ,mag                  ,240000000000000.0,0.0318,+/- 6.21E-04 ,Jy                   ,"Broad-band
",  41.6 x   26.6 arcsec integration area.,20032MASX.C.......:,55
55,56,J_14arcsec (2MASS)   , 12.225                        ,+/- 0.009  ,mag                  ,240000000000000.0,0.0205,+/- 1.71E-04 ,Jy                   ,"Broad-band
",14.0 x 14.0 arcsec aperture.            ,20032MASX.C.......:,56
56,57,J                    , 11.597                        ,+/- 0.033  ,mag                  ,240000000000000.0,0.0366,+/- 1.13E-03 ,Jy                   ,"Broad-band
",                                        ,20032MASX.C.......:,57
57,58,H                    , 10.935                        ,+/- 0.031  ,mag                  ,182000000000000.0,0.0433,+/- 1.25E-03 ,Jy                   ,"Broad-band
",                                        ,20032MASX.C.......:,58
58,59,H_14arcsec (2MASS)   , 11.504                        ,+/- 0.010  ,mag                  ,182000000000000.0,0.0256,+/- 2.37E-04 ,Jy                   ,"Broad-band
",14.0 x 14.0 arcsec aperture.            ,20032MASX.C.......:,59
59,60,H                    , 11.061                        ,+/- 0.028  ,mag                  ,182000000000000.0,0.0385,+/- 1.01E-03 ,Jy                   ,"Broad-band
",  41.6 x   26.6 arcsec integration area.,20032MASX.C.......:,60
60,61,H (2MASS/CTIO)       , 11.852                        ,+/- 0.014  ,mag                  ,180000000000000.0,0.0186,+/- 2.40E-04 ,Jy                   ,"Broad-band
","4"" aperture                             ",2006AJ....131.1163S,61
61,62,H (2MASS/CTIO)       , 12.366                        ,+/- 0.089  ,mag                  ,180000000000000.0,0.0116,+/- 9.50E-04 ,Jy                   ,"Broad-band
",Profile-fit; Poor quality               ,2006AJ....131.1163S,62
62,63,K_s (2MASS/CTIO)     , 11.328                        ,+/- 0.013  ,mag                  ,139000000000000.0,0.0196,+/- 2.35E-04 ,Jy                   ,"Broad-band
","4"" aperture                             ",2006AJ....131.1163S,63
63,64,K_s (2MASS/CTIO)     , 11.62                         ,+/- 0.049  ,mag                  ,139000000000000.0,0.015,+/- 6.77E-04 ,Jy                   ,"Broad-band
",Profile-fit                             ,2006AJ....131.1163S,64
64,65,K_s                  , 10.659                        ,+/- 0.042  ,mag                  ,138000000000000.0,0.0363,+/- 1.43E-03 ,Jy                   ,"Broad-band
",  41.6 x   26.6 arcsec integration area.,20032MASX.C.......:,65
65,66,K_s_14arcsec (2MASS) , 11.027                        ,+/- 0.012  ,mag                  ,138000000000000.0,0.0259,+/- 2.88E-04 ,Jy                   ,"Broad-band
",14.0 x 14.0 arcsec aperture.            ,20032MASX.C.......:,66
66,67,K_s                  , 10.471                        ,+/- 0.041  ,mag                  ,138000000000000.0,0.0432,+/- 1.66E-03 ,Jy                   ,"Broad-band
",                                        ,20032MASX.C.......:,67
67,68,J7.9 (VLT)           , 38.7                          ,+/- 8.6    ,milliJy              ,38600000000000.0,0.0387,+/- 8.60E-03 ,Jy                   ,"Broad-band
",Nuclear flux                            ,2014MNRAS.439.1648A,68
68,69,B9.7 (VLT)           , 51.7                          ,+/- 2.5    ,milliJy              ,30500000000000.0,0.0517,+/- 2.50E-03 ,Jy                   ,"Broad-band
",Nuclear flux                            ,2014MNRAS.439.1648A,69
69,70,B10.7 (VLT)          , 57.2                          ,+/- 8.8    ,milliJy              ,28100000000000.0,0.0572,+/- 8.80E-03 ,Jy                   ,"Broad-band
",Nuclear flux                            ,2014MNRAS.439.1648A,70
70,71,B11.7 (VLT)          , 62.7                          ,+/- 6.8    ,milliJy              ,26000000000000.0,0.0627,+/- 6.80E-03 ,Jy                   ,"Broad-band
",Nuclear flux                            ,2014MNRAS.439.1648A,71
71,72,B12.4 (VLT)          , 60.8                          ,+/- 7.0    ,milliJy              ,24000000000000.0,0.0608,+/- 7.00E-03 ,Jy                   ,"Broad-band
",Nuclear flux                            ,2014MNRAS.439.1648A,72
72,73,4.755 GHz (GBT)      ,...                            ,<5          ,milliJy              ,4760000000.0,,<   5.00E-03 ,Jy                   ,"Broad-band
",                                        ,1995ApJS...98..369B,73
73,74,1.4GHz               , 4.3                           ,+/- 0.5    ,milliJy              ,1400000000.0,0.0043,+/- 5.00E-04 ,Jy                   ,"Broad-band
",                                        ,1998AJ....115.1693C,74
74,75,1.4 GHz (VLA)        , 4.2                           ,           ...,milliJy              ,1400000000.0,0.0042,    ...      ,Jy                   ,"Broad-band
",                                        ,2002AJ....124..675C,75
75,76,1.4 GHz (VLA)        , 4.15                          ,           ..., milliJy             ,1400000000.0,0.00415,    ...      ,Jy                   ,"Broad-band
",                                        ,2009AJ....137...42R,76
