,No.,Observed Passband,Measurement,Uncertainty,Units,Freq (Hz),Measurement.1,Uncertainty.1,Units.1,Mode,Aperture/Qualifiers,Reference Code,No..1
38,39,i (SDSS PSF) AB      ,18.921,+/- 0.023  ,asinh mag            ,389000000000000.0,9.81e-05,+/- 2.08E-06 ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2007SDSS6.C...0000:,39
39,40,i (SDSS Model) AB    ,18.493,+/- 0.013  ,asinh mag            ,389000000000000.0,0.000145,+/- 1.76E-06 ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2004SDSS2.C...0000:,40
40,41,i (SDSS Petrosian)AB ,18.539,+/- 0.021  ,asinh mag            ,389000000000000.0,0.000229,+/- 4.47E-06 ,Jy                   ,"Broad-band
","SDSS Petrosian Radius =    0.58"".         
",2004SDSS2.C...0000:,41
41,42,i (SDSS CModel) AB   ,18.506,           ...,asinh mag            ,389000000000000.0,0.000144,    ...      ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2007SDSS6.C...0000:,42
42,43,z (SDSS CModel) AB   ,18.134,           ...,asinh mag            ,325000000000000.0,0.000199,    ...      ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2007SDSS6.C...0000:,43
43,44,z (SDSS Model) AB    ,18.069000000000003,+/- 0.026  ,asinh mag            ,325000000000000.0,0.00021099999999999998,+/- 5.06E-06 ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2007SDSS6.C...0000:,44
44,45,z (SDSS PSF) AB      ,18.406,+/- 0.028  ,asinh mag            ,325000000000000.0,0.000155,+/- 3.93E-06 ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2004SDSS2.C...0000:,45
45,46,z (SDSS Model) AB    ,18.069000000000003,+/- 0.026  ,asinh mag            ,325000000000000.0,0.00021099999999999998,+/- 5.07E-06 ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2004SDSS2.C...0000:,46
46,47,z (SDSS Petrosian)AB ,18.155,+/- 0.046  ,asinh mag            ,325000000000000.0,0.000195,+/- 8.23E-06 ,Jy                   ,"Broad-band
","SDSS Petrosian Radius =    0.58"".         
",2004SDSS2.C...0000:,47
47,48,z (SDSS PSF) AB      ,18.406,+/- 0.028  ,asinh mag            ,325000000000000.0,0.000155,+/- 3.99E-06 ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2007SDSS6.C...0000:,48
48,49,z (SDSS CModel) AB   ,18.134,           ...,asinh mag            ,325000000000000.0,0.000202,    ...      ,Jy                   ,"Broad-band
",SDSS Qualifiers ,2004SDSS2.C...0000:,49
49,50,Y (UKIDSS)           ,17.77,+/- 0.15   ,mag                  ,291000000000000.0,0.000161,+/- 2.22E-05 ,Jy                   ,"Broad-band
",                                        ,2010MNRAS.406.1583W,50
50,51,J (2MASS/CTIO)       ,16.836,+/- 0.144  ,mag                  ,243000000000000.0,0.000294,+/- 3.90E-05 ,Jy                   ,"Broad-band
",Profile-fit                             ,2006AJ....131.1163S,51
51,52,J (2MASS/CTIO)       ,16.948,+/- 0.269  ,mag                  ,243000000000000.0,0.000265,+/- 6.57E-05 ,Jy                   ,"Broad-band
","4"" aperture                             ",2006AJ....131.1163S,52
52,53,J (UKIDSS)           ,17.27,+/- 0.15   ,mag                  ,240000000000000.0,0.000193,+/- 2.66E-05 ,Jy                   ,"Broad-band
",                                        ,2010MNRAS.406.1583W,53
53,54,H (UKIDSS)           ,16.41,+/- 0.15   ,mag                  ,184000000000000.0,0.00028399999999999996,+/- 3.92E-05 ,Jy                   ,"Broad-band
",                                        ,2010MNRAS.406.1583W,54
54,55,H (2MASS/CTIO)       ,15.911,+/- 0.164  ,mag                  ,180000000000000.0,0.000442,+/- 6.68E-05 ,Jy                   ,"Broad-band
",Profile-fit                             ,2006AJ....131.1163S,55
55,56,H (2MASS/CTIO)       ,15.984000000000002,+/- 0.352  ,mag                  ,180000000000000.0,0.000414,+/- 1.34E-04 ,Jy                   ,"Broad-band
","4"" aperture                             ",2006AJ....131.1163S,56
56,57,K_s (2MASS/CTIO)     ,16.137999999999998,+/- 0.302  ,mag                  ,139000000000000.0,0.000234,+/- 6.50E-05 ,Jy                   ,"Broad-band
","4"" aperture                             ",2006AJ....131.1163S,57
57,58,K_s (2MASS/CTIO)     ,15.665999999999999,+/- 0.195  ,mag                  ,139000000000000.0,0.000361,+/- 6.48E-05 ,Jy                   ,"Broad-band
",Profile-fit                             ,2006AJ....131.1163S,58
58,59,K (UKIDSS)           ,15.72,+/- 0.15   ,mag                  ,136000000000000.0,0.000332,+/- 4.59E-05 ,Jy                   ,"Broad-band
",                                        ,2010MNRAS.406.1583W,59
