   2.87427865E-02   8.00613016E-02 F T
  -3.06399949E-02   8.00613016E-02 F T
   5.17943501E-03   7.40211755E-02 F T
  -4.24726494E-03  0.296084702     F T
  -1.26459450E-03  0.137279317     F T
  -6.62850868E-03   3.43198292E-02 F T
  -9.46410000E-05   6.38243705E-02 F T
  -5.33088222E-02  0.255297482     F T
   2.94420607E-02   5.94985858E-02 F T
  -3.98263559E-02   2.97492929E-02 F T
  -3.32163721E-02   5.55981286E-02 F T
   1.27713662E-03   5.55981286E-02 F T
   4.97095399E-02   5.20690084E-02 F T
  -5.22190239E-03   5.20690084E-02 F T
   2.66366564E-02   9.77310762E-02 F T
  -1.65085588E-02   4.88655381E-02 F T
  -1.89022422E-02  0.183795452     F T
  -1.48593569E-02   4.59488630E-02 F T
   7.12000020E-03  0.173142955     F T
   2.38015652E-02   8.65714774E-02 F T
  -2.91214716E-02   8.16952065E-02 F T
  -8.73691589E-03   8.16952065E-02 F T
  -3.35767418E-02  0.308878481     F T
  -1.23727955E-02  0.154439241     F T
  -2.88953073E-03  0.146203980     F T
  -2.40292065E-02   3.65509950E-02 F T
   6.51531946E-03  0.138610274     F T
   3.29204975E-03   3.46525684E-02 F T
   9.49441455E-05  0.131593198     F T
   1.57835986E-02  0.263186395     F T
  -5.96919842E-03  0.500383079     F T
  -2.41348520E-02  0.250191540     F T
  -2.75395066E-02  0.119067945     F T
   7.26044702E-04   2.97669861E-02 F T
  -1.30379880E-02  0.226931125     F T
  -2.95072496E-02   5.67327812E-02 F T
  -2.47704815E-02  0.432997793     F T
   1.36436699E-02  0.108249448     F T
   3.34725305E-02   5.16924672E-02 F T
  -2.66030412E-02   5.16924672E-02 F T
   2.83873477E-03  0.197682217     F T
   1.09355934E-02  0.197682217     F T
   5.24449535E-03   9.45903808E-02 F T
   2.01193839E-02   9.45903808E-02 F T
   2.63574645E-02   2.26520188E-02 F T
  -2.82434504E-02   4.53040376E-02 F T
   2.26669130E-03   4.34360355E-02 F T
  -2.44528204E-02   4.34360355E-02 F T
  -1.93340890E-02   8.33624527E-02 F T
  -2.28752345E-02   8.33624527E-02 F T
  -8.20215233E-03   8.00613016E-02 F T
  -1.85464602E-03   8.00613016E-02 F T
  -5.73662017E-03   7.69524202E-02 F T
   1.15443720E-02   3.84762101E-02 F T
   5.40372916E-04   7.40211755E-02 F T
  -1.52784763E-02  0.148042351     F T
   1.00970836E-02  0.285017073     F T
  -1.08510666E-02   3.56271341E-02 F T
  -1.36139933E-02   6.86396584E-02 F T
   1.61932521E-02  0.137279317     F T
   1.03176935E-02   6.61663562E-02 F T
  -6.02227077E-03  0.132332712     F T
   1.53526058E-02   6.38243705E-02 F T
   1.06646307E-02  0.127648741     F T
   4.17724531E-03   3.08022853E-02 F T
   2.81878393E-02  0.123209141     F T
  -5.01480419E-03  0.237994343     F T
  -3.66685819E-03  0.118997172     F T
  -3.72093357E-03  0.114997566     F T
   1.67761371E-02  0.114997566     F T
  -8.03644210E-03   5.55981286E-02 F T
   1.59983356E-02  0.111196257     F T
   1.10227130E-02   5.37901819E-02 F T
  -1.74296405E-02   2.68950909E-02 F T
   1.80336460E-02   5.20690084E-02 F T
   8.67884699E-03  0.104138017     F T
   6.64588436E-03  0.100858286     F T
   1.89210046E-02  0.100858286     F T
  -1.72911175E-02   9.77310762E-02 F T
   1.71726625E-02  0.195462152     F T
  -3.54791954E-02   9.47471038E-02 F T
   1.45759266E-02   4.73735519E-02 F T
   1.73761789E-02   4.59488630E-02 F T
   2.73406506E-03   4.59488630E-02 F T
  -5.07974997E-03   8.91749784E-02 F T
   5.16349357E-03   8.91749784E-02 F T
   7.46925734E-03   8.65714774E-02 F T
  -1.77945010E-03  0.173142955     F T
  -1.72850750E-02   8.40803459E-02 F T
   4.71230410E-03   4.20401730E-02 F T
   1.21582597E-02  0.163390413     F T
   1.88878067E-02   8.16952065E-02 F T
   4.60456824E-03   7.94101357E-02 F T
   1.12410570E-02   7.94101357E-02 F T
  -1.97816305E-02   7.72196203E-02 F T
   2.24457122E-03   7.72196203E-02 F T
   2.65748985E-02   7.51184970E-02 F T
   5.63691929E-03   7.51184970E-02 F T
   2.89882044E-03   7.31019899E-02 F T
  -2.01157369E-02  0.146203980     F T
   5.22728637E-03   3.55827995E-02 F T
  -8.16858839E-03   7.11655989E-02 F T
  -3.29097919E-03   6.93051368E-02 F T
  -2.52962690E-02   1.73262842E-02 F T
   1.09219505E-02   3.37583497E-02 F T
   9.10762139E-03   3.37583497E-02 F T
   4.24845330E-03   3.28982994E-02 F T
  -3.65610979E-03   6.57965988E-02 F T
  -2.01345515E-03  0.128282815     F T
   2.98872776E-03  0.128282815     F T
  -4.48121829E-03  0.125095770     F T
  -1.65374391E-03   6.25478849E-02 F T
  -8.79629888E-03  0.122026041     F T
  -9.12209973E-03  0.244052082     F T
  -1.83731318E-04  0.119067952     F T
   1.09543726E-02  0.119067952     F T
  -1.11606494E-02   5.81080690E-02 F T
   2.51995102E-02   1.45270173E-02 F T
  -1.75515059E-02   5.67327812E-02 F T
   5.54050505E-03  0.226931125     F T
  -1.83124766E-02   5.54057434E-02 F T
  -8.48057494E-03   5.54057434E-02 F T
  -3.71977687E-04  0.108249448     F T
   1.00482684E-02   5.41247241E-02 F T
  -3.41012999E-02  0.105775259     F T
  -2.70519871E-03  0.211550519     F T
  -1.07720988E-02  0.206769869     F T
  -8.28001276E-03   2.58462336E-02 F T
   1.44245429E-02   5.05373664E-02 F T
  -1.61271133E-02   5.05373664E-02 F T
  -7.27007072E-03   4.94205542E-02 F T
   2.40270700E-03   9.88411084E-02 F T
  -6.59371587E-03   9.66807157E-02 F T
   9.18791257E-03   9.66807157E-02 F T
  -7.69354217E-03   4.72951904E-02 F T
  -1.64809208E-02   4.72951904E-02 F T
  -1.51376389E-02   9.25671160E-02 F T
  -5.95515221E-03   4.62835580E-02 F T
  -4.14238777E-03   4.53040376E-02 F T
  -3.16975731E-03   2.26520188E-02 F T
  -1.23809287E-02   8.87105837E-02 F T
   6.69494737E-03   4.43552919E-02 F T
  -8.42140522E-03   4.34360355E-02 F T
   1.30997254E-02   4.34360355E-02 F T
   1.18040293E-02   8.50901231E-02 F T
   4.23832098E-04   1.06362654E-02 F T
   0.00000000       0.00000000     F F
  0.100000001      0.100000001     T F
   1.00000000       0.00000000     F F
   15.6369724       0.00000000     T F
   6.39510006E-02   0.00000000     T F
   2.00000000       0.00000000     F F
   2.00000000       0.00000000     F F
   0.00000000       0.00000000     F F
   0.00000000       0.00000000     F F
   0.00000000       0.00000000     F F
   0.00000000       0.00000000     F F
   0.00000000       0.00000000     F F
   0.00000000       0.00000000     F F
   1.30116570       8.83883461E-02 F T
   1.28362238       8.83883461E-02 F T
   1.30539453      0.707106769     F T
   1.31734788      0.353553385     F T
   1.09544361      0.353553385     F T
   1.10944891      0.176776692     F T
  -5.30141108E-02  0.245059088     F T
  -1.59748271E-03  0.506105006     F T
  -6.92227259E-02  0.230504170     F T
   4.90043079E-03  0.256570578     F T
  -1.35513730E-02   8.07275102E-02 F T
   2.11355016E-02  0.806939602     F T
   500.000000       9.99999978E-03 T F
  0.750000000       0.00000000     T F
  0.750000000       0.00000000     T F
   0.00000000       0.00000000     F F
   0.00000000       0.00000000     F F
   0.00000000       0.00000000     F F
         Infinity   26214.4004     T T
         Infinity   13107.2002     T T
         Infinity   13107.2002     T T
         Infinity   52428.8008     T T
         Infinity   52428.8008     T T
         Infinity   52428.8008     T T
   0.00000000       0.00000000     F F
 -0.146426946      0.625000000     F T
  -1454699.50       2673868.75     F T
   9368793.00       2726297.50     F T
   2857424.00       2778726.50     F T
  -1700522.62       2831155.25     F T
  -1700522.62       5.40000010     F F
   2.00000000       0.00000000     T T
   2.00000000       0.00000000     T T
   2.00000000       0.00000000     T T
   2.00000000       0.00000000     T T
   2.00000000       0.00000000     T T
   2.00000000       0.00000000     T F
   5398.57422      0.635487020     T T
   1.52876745E-09  0.539058268     T T
   3.07406357E-11  0.538746297     T T
   6.38711527E-02  0.844582438     T T
   9.06990003E-03  0.526861310     T T
  0.686323166      0.533188701     T T
   0.00000000       0.00000000     F F
   0.00000000       0.00000000     F F
   0.00000000       0.00000000     F F
   0.00000000       0.00000000     F F
   0.00000000       0.00000000     F F
   0.00000000       0.00000000     F F
