   15.6369724       3.19755003E-02   6.39510006E-02
  0.799387515       2.60956939E-02  -1.17852865E-02   1.51297320E-02   1.90875195E-02
  0.831363022      -1.05063366E-02  -6.13284355E-04   1.90644283E-02   1.24222236E-02
  0.863338530      -3.65732610E-02   2.52252519E-02   3.77985463E-02   1.49256298E-02
  0.895314038      -3.34875248E-02  -2.23955531E-02   3.19263563E-02   2.19244659E-02
  0.927289486       6.10254589E-04  -1.31839234E-03   1.76517945E-02   3.17169316E-02
  0.959264994      -2.94265021E-02   4.41475492E-03   1.80451237E-02   1.98676046E-02
  0.991240501       1.28755542E-02   1.45595502E-02   2.61710733E-02   1.89584941E-02
   1.02321601       2.29454488E-02   3.73471365E-03   1.62631180E-02   2.37980839E-02
   1.05519152      -6.34612003E-03  -6.78520603E-03   1.44486334E-02   1.12907123E-02
   1.08716702      -3.25228390E-03  -3.49100935E-03   1.70939043E-02   2.03006398E-02
   1.11914253      -1.07186195E-02  -8.90711416E-03   1.89818852E-02   1.56399403E-02
   1.15111804      -6.30023377E-03  -9.77819785E-03   1.69483870E-02   7.49029825E-03
   1.18309355      -1.47592574E-02  -1.66742858E-02   2.80952789E-02   1.17188320E-02
   1.21506906      -2.69344356E-02   1.54693914E-03   3.14705707E-02   6.13820786E-03
   1.24704456      -1.83239188E-02  -3.11668334E-03   1.95455011E-02   1.76021047E-02
   1.27902007      -2.19934713E-02   2.94411322E-03   1.39651140E-02   2.56435741E-02
   1.31099558      -1.00556752E-02   4.09188075E-03   1.74613446E-02   1.68691501E-02
   1.34297097       2.91860662E-03  -1.80898532E-02   1.67149045E-02   1.19001307E-02
   1.37494648      -1.05875572E-02   1.68523623E-03   1.50381709E-02   1.62546393E-02
   1.40692198       5.32449689E-03  -6.87296782E-03   7.64701422E-03   1.70291793E-02
   1.43889749      -5.28523047E-03   2.24079075E-03   1.25255575E-02   1.11874118E-02
   1.47087300       1.70527992E-03   1.38075287E-02   1.49825867E-02   1.84212215E-02
   1.50284851       8.43741652E-03   1.14506064E-03   1.47421071E-02   1.66406445E-02
   1.53482401       2.23478861E-03  -1.04566887E-02   8.55816342E-03   1.31046241E-02
   1.56679952       4.77039663E-04  -8.18812195E-03   1.10924076E-02   1.30053516E-02
   1.59877503      -4.73496877E-03   2.76095606E-03   6.55969977E-03   9.41326562E-03
   1.63075054       6.32746145E-04   7.47716520E-03   1.71352904E-02   9.76314303E-03
   1.66272604      -4.63685486E-04  -1.91873370E-03   8.97349138E-03   1.16653582E-02
   1.69470155       8.47165100E-03  -5.89076523E-03   1.78215932E-02   1.15738269E-02
   1.72667706      -3.45148169E-03   6.45274762E-03   1.75088141E-02   1.38385398E-02
   1.75865257       7.48232065E-04   9.85430367E-03   1.42603023E-02   1.57843176E-02
   1.79062808       5.92215359E-03   9.82337818E-03   1.10782674E-02   1.37854693E-02
   1.82260346      -3.85975768E-03   4.39559622E-03   1.68599095E-02   1.11258216E-02
   1.85457897       5.65449195E-03  -5.46006672E-03   1.07062450E-02   1.14996266E-02
   1.88655448       3.38209933E-03   1.05913859E-02   1.22099817E-02   1.05681643E-02
   1.91852999      -5.21845091E-03   5.12469746E-03   1.38294948E-02   8.05170834E-03
   1.95050550      -8.41777865E-03  -9.56663117E-03   1.40182497E-02   9.71463695E-03
   1.98248100      -4.05149721E-03   2.53094267E-03   1.47458008E-02   8.42995010E-03
   2.01445651      -3.82708549E-03   1.09231938E-02   1.02757085E-02   8.02996568E-03
   2.04643202       5.94649639E-04  -1.62486220E-03   1.68284532E-02   1.22216363E-02
   2.07840753      -4.92183166E-03   2.85613560E-03   1.47567876E-02   6.90196361E-03
   2.11038303      -1.20832364E-03   2.93862482E-04   1.80628020E-02   9.01550986E-03
   2.14235854       3.20144999E-03  -9.10060538E-04   1.48683805E-02   8.38843081E-03
   2.17433405       2.74521811E-03   8.66081391E-04   1.36209223E-02   9.72953625E-03
   2.20630956      -2.36982596E-04  -1.14410755E-03   1.77685730E-02   6.32639090E-03
   2.23828506      -3.41470516E-03   3.22017795E-03   8.00542347E-03   1.09148603E-02
   2.27026057       5.78366977E-04   3.87682859E-03   5.81502495E-03   9.64719616E-03
   2.30223608      -5.51662873E-03   3.93762346E-03   1.05362302E-02   7.46332388E-03
   2.33421159      -2.11223052E-03  -6.63190102E-03   1.99583694E-02   1.20821726E-02
   2.36618710      -2.21555308E-03   3.87787307E-03   6.95524737E-03   1.70366317E-02
   2.39816260       1.47743826E-03  -7.23918201E-04   1.24318535E-02   1.12263160E-02
   2.43013811       2.98272539E-03  -2.40497966E-03   7.59630324E-03   1.55532053E-02
   2.46211362       5.72884572E-04   2.05345149E-03   7.34316977E-03   7.30831316E-03
   2.49408913       2.05377908E-03  -2.14426705E-04   7.32894149E-03   6.22334378E-03
   2.52606463       2.25697947E-03  -1.11648068E-03   9.06442944E-03   1.38959009E-02
   2.55804014       3.85243772E-03  -2.47733924E-03   1.18483305E-02   6.91232691E-03
   2.59001565       2.54508981E-04   1.72397401E-03   8.72307457E-03   9.35814530E-03
   2.62199092       3.42050847E-03  -4.98276995E-03   1.22387549E-02   8.96264426E-03
   2.65396643      -4.38800734E-03   6.24178152E-04   1.17984973E-02   8.85931961E-03
   2.68594193       1.87253661E-03  -3.26442928E-03   1.42555507E-02   9.81065817E-03
   2.71791744       5.32498758E-04   3.74137890E-04   7.44709792E-03   7.65166106E-03
   2.74989295      -3.09704407E-03   4.78937430E-03   8.65008775E-03   7.35595077E-03
   2.78186846       2.06053187E-03   3.06920870E-03   1.24981394E-02   1.11774066E-02
   2.81384397       2.59529869E-03  -1.12282520E-03   1.08708767E-02   4.99063637E-03
   2.84581947       6.27506641E-04   5.09256846E-04   1.03139644E-02   6.57023303E-03
   2.87779498      -3.90936155E-03  -2.27841339E-03   9.01102088E-03   1.05839567E-02
   2.90977049       9.07405280E-04  -2.53398693E-03   4.90214862E-03   6.26782421E-03
   2.94174600      -3.58078210E-03  -5.26795490E-03   1.03927338E-02   7.19431415E-03
   2.97372150      -9.73013695E-03   6.09213719E-04   5.98871568E-03   1.16075454E-02
   3.00569701      -2.19713873E-03   2.60334625E-03   6.74192328E-03   8.74933135E-03
   3.03767252      -1.94328034E-03   3.48518649E-03   1.25615569E-02   5.08477027E-03
   3.06964803       2.93363165E-03  -3.87997273E-03   7.46674510E-03   1.42279677E-02
   3.10162354      -5.35285613E-03  -6.12439867E-03   1.12746730E-02   6.39545778E-03
